OTU,Sample,Abundance,depth_m,Water_Layer,avg_cells_ml,Kingdom,Phylum,Class,Order,Family,Genus,Abundance_P,AA_Genus,Phylum_Genus
Otu00066,LC-15point5m-E1,0.004877349,15.5,Chemocline,585000,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,0.487734902,2853.249175,Planctomycetes|uncultured
Otu00037,LC-11m-E1,0.004855547,11,Mixolimnion,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,uncultured,0.485554746,506.5954518,Proteobacteria|uncultured
Otu00134,LC-17m-E1,0.004791198,17,Monimolimnion,434666.6667,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_ge,0.479119839,2082.574234,Firmicutes|Family_XIII_ge
Otu00118,LC-9m-E1,0.004790577,9,Mixolimnion,73000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,0.479057707,349.7121259,Bacteroidetes|NS11-12_marine_group_ge
Otu00098,LC-19m-E1,0.004737673,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,FTLpost3,FTLpost3_ge,0.473767328,1880.856291,Bacteroidetes|FTLpost3_ge
Otu00136,LC-19m-E1,0.004737673,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,0.473767328,1880.856291,Bacteroidetes|Bacteroidetes_unclassified
Otu00050,LC-15point5m-E1,0.004733898,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,0.473389758,2769.330082,Bacteroidetes|Emticicia
Otu00050,LC-19m-E1,0.004679183,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,0.467918348,1857.635843,Bacteroidetes|Emticicia
Otu00146,LC-13m-E1,0.004675979,13,Chemocline,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Runella,0.467597866,445.7766321,Bacteroidetes|Runella
Otu00139,LC-19m-E1,0.004620694,19,Monimolimnion,397000,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus,0.462069369,1834.415395,Omnitrophicaeota|Candidatus_Omnitrophus
Otu00035,LC-13m-E1,0.00461603,13,Chemocline,95333.33333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betII,Pnec,0.461603021,440.0615471,Proteobacteria|Pnec
Otu00186,LC-19m-E1,0.004503714,19,Monimolimnion,397000,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,GIF9_fa,GIF9_ge,0.45037141,1787.974498,Chloroflexi|GIF9_ge
Otu00125,LC-3m-E1,0.004500033,3,Mixolimnion,95666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_unclassified,0.450003309,430.5031655,Verrucomicrobia|Opitutaceae_unclassified
Otu00156,LC-3m-E1,0.004500033,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betVII,betVII-B,0.450003309,430.5031655,Proteobacteria|betVII-B
Otu00020,LC-13m-E1,0.004496133,13,Chemocline,95333.33333,Bacteria,Bacteroidetes,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,0.449613333,428.631377,Bacteroidetes|Chlorobium
Otu00054,LC-13m-E1,0.004496133,13,Chemocline,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,0.449613333,428.631377,Bacteroidetes|Paludibacter
Otu00105,Cadagno15m-E2,0.004466578,15,Chemocline,905000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_ge,0.446657768,4042.252798,Proteobacteria|Desulfobulbaceae_ge
Otu00094,LC-15point5m-E1,0.004446995,15.5,Chemocline,585000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,uncultured,0.444699469,2601.491895,Proteobacteria|uncultured
Otu00066,Cadagno15m-E2,0.004415238,15,Chemocline,905000,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,0.44152377,3995.790122,Planctomycetes|uncultured
Otu00125,LC-5m-E1,0.004391246,5,Mixolimnion,86666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_unclassified,0.439124584,380.5746394,Verrucomicrobia|Opitutaceae_unclassified
Otu00134,LC-19m-E1,0.004386735,19,Monimolimnion,397000,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_ge,0.438673451,1741.533602,Firmicutes|Family_XIII_ge
Otu00183,LC-19m-E1,0.004386735,19,Monimolimnion,397000,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,0.438673451,1741.533602,Epsilonbacteraeota|Campylobacterales_unclassified
Otu00116,LC-13m-E1,0.004376236,13,Chemocline,95333.33333,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,0.437623644,417.2012069,Proteobacteria|Bdellovibrio
Otu00069,Cadagno15m-E2,0.004363898,15,Chemocline,905000,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophagaceae_unclassified,0.436389773,3949.327446,Acidobacteria|Holophagaceae_unclassified
Otu00185,LC-19m-E1,0.004328245,19,Monimolimnion,397000,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,uncultured,0.432824472,1718.313154,Firmicutes|uncultured
Otu00050,LC-17m-E1,0.004317994,17,Monimolimnion,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,0.431799361,1876.88789,Bacteroidetes|Emticicia
Otu00136,LC-17m-E1,0.004317994,17,Monimolimnion,434666.6667,Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,0.431799361,1876.88789,Bacteroidetes|Bacteroidetes_unclassified
Otu00009,LC-15point5m-E1,0.004303543,15.5,Chemocline,585000,Bacteria,Verrucomicrobia,Verrucomicrobiae,uncultured,uncultured_fa,uncultured_ge,0.430354325,2517.572802,Verrucomicrobia|uncultured_ge
Otu00087,LC-15point5m-E1,0.004303543,15.5,Chemocline,585000,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,0.430354325,2517.572802,Proteobacteria|Thiocystis
Otu00102,LC-15point5m-E1,0.004303543,15.5,Chemocline,585000,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,0.430354325,2517.572802,Acidobacteria|Geothrix
Otu00104,LC-17m-E1,0.004258843,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,0.425884301,1851.177097,Proteobacteria|Burkholderiaceae_unclassified
Otu00025,LC-13m-E1,0.00425634,13,Chemocline,95333.33333,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acTH1,acTH1-A,0.425633955,405.7710369,Actinobacteria|acTH1-A
Otu00161,LC-19m-E1,0.004211265,19,Monimolimnion,397000,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Smithella,0.421126513,1671.872258,Proteobacteria|Smithella
Otu00107,LC-11m-E1,0.004208141,11,Mixolimnion,104333.3333,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acSTL,acSTL-A,0.420814113,439.0493916,Actinobacteria|acSTL-A
Otu00022,LC-15point5m-E1,0.004160092,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,bacI-A,0.416009181,2433.653708,Bacteroidetes|bacI-A
Otu00181,LC-15point5m-E1,0.004160092,15.5,Chemocline,585000,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria_fa,Candidatus_Falkowbacteria_ge,0.416009181,2433.653708,Patescibacteria|Candidatus_Falkowbacteria_ge
Otu00141,LC-13m-E1,0.004136443,13,Chemocline,95333.33333,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum,0.413644266,394.3408668,Epsilonbacteraeota|Sulfuricurvum
Otu00076,Cadagno15m-E2,0.004107198,15,Chemocline,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis,0.410719786,3717.014067,Proteobacteria|Lamprocystis
Otu00119,LC-15point5m-E1,0.00401664,15.5,Chemocline,585000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,0.401664037,2349.734615,Proteobacteria|Desulfobulbus
Otu00095,Cadagno15m-E2,0.004004518,15,Chemocline,905000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,0.400451792,3624.088715,Patescibacteria|Parcubacteria_unclassified
Otu00193,LC-3m-E1,0.004003706,3,Mixolimnion,95666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,0.400370591,383.0211987,Verrucomicrobia|Prosthecobacter
Otu00067,LC-19m-E1,0.003918816,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD1-131,KD1-131_ge,0.391881617,1555.770018,Bacteroidetes|KD1-131_ge
Otu00197,Cadagno7m-E2,0.003903509,7,Mixolimnion,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,0.390350877,614.1520467,Bacteroidetes|Chitinophagaceae_unclassified
Otu00072,LC-13m-E1,0.003896649,13,Chemocline,95333.33333,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,0.389664888,371.4805267,Patescibacteria|JGI_0000069-P22_ge
Otu00074,LC-13m-E1,0.003896649,13,Chemocline,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,verI-B,Xip-B1,0.389664888,371.4805267,Verrucomicrobia|Xip-B1
Otu00086,LC-15point5m-E1,0.003873189,15.5,Chemocline,585000,Bacteria,Proteobacteria,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Thiovirga,0.387318893,2265.815521,Proteobacteria|Thiovirga
Otu00137,LC-15point5m-E1,0.003873189,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,0.387318893,2265.815521,Bacteroidetes|uncultured
Otu00241,LC-19m-E1,0.003860326,19,Monimolimnion,397000,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,0.386032637,1532.54957,Firmicutes|Clostridiales_unclassified
Otu00149,LC-9m-E1,0.003779721,9,Mixolimnion,73000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge,0.377972136,275.9196589,Bacteroidetes|NS9_marine_group_ge
Otu00050,LC-5m-E1,0.003753807,5,Mixolimnion,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,0.375380693,325.3299337,Bacteroidetes|Emticicia
Otu00009,Cadagno15m-E2,0.003747818,15,Chemocline,905000,Bacteria,Verrucomicrobia,Verrucomicrobiae,uncultured,uncultured_fa,uncultured_ge,0.374781805,3391.775336,Verrucomicrobia|uncultured_ge
Otu00038,LC-15point5m-E1,0.003729737,15.5,Chemocline,585000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-A,0.372973748,2181.896428,Proteobacteria|betI-A
Otu00008,LC-13m-E1,0.003716804,13,Chemocline,95333.33333,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,0.371680355,354.3352717,Cyanobacteria|Oxyphotobacteria_unclassified
Otu00098,Cadagno15m-E2,0.003696478,15,Chemocline,905000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,FTLpost3,FTLpost3_ge,0.369647808,3345.31266,Bacteroidetes|FTLpost3_ge
Otu00119,LC-17m-E1,0.003667337,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,0.366733704,1594.069167,Proteobacteria|Desulfobulbus
Otu00100,Cadagno15m-E2,0.003645138,15,Chemocline,905000,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured,0.36451381,3298.849985,Spirochaetes|uncultured
Otu00207,LC-3m-E1,0.003639733,3,Mixolimnion,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,0.363973265,348.2010897,Bacteroidetes|Pedobacter
Otu00102,LC-19m-E1,0.003626367,19,Monimolimnion,397000,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,0.36263672,1439.667778,Acidobacteria|Geothrix
Otu00239,LC-19m-E1,0.003626367,19,Monimolimnion,397000,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,0.36263672,1439.667778,Firmicutes|Ruminococcaceae_unclassified
Otu00186,LC-17m-E1,0.003608186,17,Monimolimnion,434666.6667,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,GIF9_fa,GIF9_ge,0.360818644,1568.358374,Chloroflexi|GIF9_ge
Otu00118,Cadagno7m-E2,0.003596491,7,Mixolimnion,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,0.359649123,565.8479531,Bacteroidetes|NS11-12_marine_group_ge
Otu00017,Cadagno15m-E2,0.003593798,15,Chemocline,905000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_ge,0.359379813,3252.387309,Verrucomicrobia|Pedosphaeraceae_ge
Otu00162,LC-15point5m-E1,0.003586286,15.5,Chemocline,585000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,0.358628604,2097.977335,Proteobacteria|Geobacter
Otu00017,LC-19m-E1,0.003567877,19,Monimolimnion,397000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_ge,0.356787741,1416.44733,Verrucomicrobia|Pedosphaeraceae_ge
Otu00102,Cadagno15m-E2,0.003542458,15,Chemocline,905000,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,0.354245816,3205.924633,Acidobacteria|Geothrix
Otu00057,LC-9m-E1,0.00351602,9,Mixolimnion,73000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,0.351601987,256.6694502,Verrucomicrobia|Luteolibacter
Otu00022,Cadagno15m-E2,0.003491118,15,Chemocline,905000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,bacI-A,0.349111818,3159.461957,Bacteroidetes|bacI-A
Otu00017,LC-17m-E1,0.003489885,17,Monimolimnion,434666.6667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_ge,0.348988525,1516.936788,Verrucomicrobia|Pedosphaeraceae_ge
Otu00163,LC-13m-E1,0.00347701,13,Chemocline,95333.33333,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,0.347700977,331.4749315,Proteobacteria|Peredibacter
Otu00165,LC-13m-E1,0.00347701,13,Chemocline,95333.33333,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,0.347700977,331.4749315,Proteobacteria|OM27_clade
Otu00075,LC-15point5m-E1,0.003442835,15.5,Chemocline,585000,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax,0.34428346,2014.058241,Firmicutes|Anaerovorax
Otu00134,LC-15point5m-E1,0.003442835,15.5,Chemocline,585000,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_ge,0.34428346,2014.058241,Firmicutes|Family_XIII_ge
Otu00098,LC-17m-E1,0.003430735,17,Monimolimnion,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,FTLpost3,FTLpost3_ge,0.343073465,1491.225995,Bacteroidetes|FTLpost3_ge
Otu00102,LC-17m-E1,0.003430735,17,Monimolimnion,434666.6667,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,0.343073465,1491.225995,Acidobacteria|Geothrix
Otu00125,LC-17m-E1,0.003430735,17,Monimolimnion,434666.6667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_unclassified,0.343073465,1491.225995,Verrucomicrobia|Opitutaceae_unclassified
Otu00118,LC-13m-E1,0.003417061,13,Chemocline,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,0.341706133,325.7598465,Bacteroidetes|NS11-12_marine_group_ge
Otu00014,LC-19m-E1,0.003392408,19,Monimolimnion,397000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI_unclassified,0.339240802,1346.785986,Actinobacteria|acI_unclassified
Otu00122,LC-13m-E1,0.003357113,13,Chemocline,95333.33333,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-C,0.335711288,320.0447615,Actinobacteria|acI-C
Otu00142,LC-13m-E1,0.003357113,13,Chemocline,95333.33333,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,0.335711288,320.0447615,Proteobacteria|Caulobacter
Otu00113,LC-9m-E1,0.003340219,9,Mixolimnion,73000,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-B,0.334021887,243.8359777,Actinobacteria|acIV-B
Otu00160,LC-19m-E1,0.003333918,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,Bacteroidetes_BD2-2_ge,0.333391823,1323.565538,Bacteroidetes|Bacteroidetes_BD2-2_ge
Otu00132,LC-5m-E1,0.003328848,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV_unclassified,0.332884765,288.5001299,Proteobacteria|alfIV_unclassified
Otu00089,LC-15point5m-E1,0.003299383,15.5,Chemocline,585000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,0.329938316,1930.139148,Verrucomicrobia|Terrimicrobium
Otu00222,LC-9m-E1,0.003296269,9,Mixolimnion,73000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,37-13_ge,0.329626862,240.6276095,Bacteroidetes|37-13_ge
Otu00092,Cadagno15m-E2,0.003285758,15,Chemocline,905000,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,0.328575829,2973.611254,Kiritimatiellaeota|WCHB1-41_ge
Otu00094,Cadagno15m-E2,0.003285758,15,Chemocline,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,uncultured,0.328575829,2973.611254,Proteobacteria|uncultured
Otu00106,LC-3m-E1,0.003275759,3,Mixolimnion,95666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,0.327575938,313.3809808,Cyanobacteria|Cyanobium_PCC-6307
Otu00161,LC-17m-E1,0.003253283,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Smithella,0.325328286,1414.093616,Proteobacteria|Smithella
Otu00218,LC-9m-E1,0.003252318,9,Mixolimnion,73000,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,0.325231838,237.4192414,Bacteria_unclassified|Bacteria_unclassified
Otu00137,LC-13m-E1,0.003237216,13,Chemocline,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,0.323721599,308.6145914,Bacteroidetes|uncultured
Otu00104,Cadagno15m-E2,0.003183078,15,Chemocline,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,0.318307834,2880.685902,Proteobacteria|Burkholderiaceae_unclassified
Otu00028,LC-13m-E1,0.003177268,13,Chemocline,95333.33333,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,0.317726755,302.8995064,Armatimonadetes|Armatimonas
Otu00125,LC-9m-E1,0.003164418,9,Mixolimnion,73000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_unclassified,0.316441788,231.0025052,Verrucomicrobia|Opitutaceae_unclassified
Otu00117,Cadagno7m-E2,0.003157895,7,Mixolimnion,157333.3333,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna3,unclassified,0.315789474,496.8421052,Actinobacteria|unclassified
Otu00013,LC-11m-E1,0.003156106,11,Mixolimnion,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,gamI,unclassified,0.315610585,329.2870437,Proteobacteria|unclassified
Otu00085,LC-11m-E1,0.003156106,11,Mixolimnion,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,0.315610585,329.2870437,Bacteroidetes|unclassified
Otu00133,LC-11m-E1,0.003156106,11,Mixolimnion,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,0.315610585,329.2870437,Bacteroidetes|Solitalea
Otu00116,LC-15point5m-E1,0.003155932,15.5,Chemocline,585000,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,0.315593172,1846.220055,Proteobacteria|Bdellovibrio
Otu00136,LC-15point5m-E1,0.003155932,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,0.315593172,1846.220055,Bacteroidetes|Bacteroidetes_unclassified
Otu00123,LC-9m-E1,0.003120468,9,Mixolimnion,73000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,0.312046763,227.794137,Bacteroidetes|Bacteroidia_unclassified
Otu00193,LC-5m-E1,0.003116368,5,Mixolimnion,86666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,0.311636801,270.085228,Verrucomicrobia|Prosthecobacter
Otu00125,LC-19m-E1,0.003099959,19,Monimolimnion,397000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_unclassified,0.309995906,1230.683746,Verrucomicrobia|Opitutaceae_unclassified
Otu00132,LC-9m-E1,0.003076517,9,Mixolimnion,73000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV_unclassified,0.307651738,224.5857689,Proteobacteria|alfIV_unclassified
Otu00138,LC-17m-E1,0.003075831,17,Monimolimnion,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,uncultured,0.307583107,1336.961237,Bacteroidetes|uncultured
Otu00066,LC-13m-E1,0.003057371,13,Chemocline,95333.33333,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,0.305737066,291.4693364,Planctomycetes|uncultured
Otu00123,LC-13m-E1,0.003057371,13,Chemocline,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,0.305737066,291.4693364,Bacteroidetes|Bacteroidia_unclassified
Otu00135,LC-13m-E1,0.003057371,13,Chemocline,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,bacI-B,0.305737066,291.4693364,Bacteroidetes|bacI-B
Otu00180,LC-13m-E1,0.003057371,13,Chemocline,95333.33333,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0.305737066,291.4693364,Epsilonbacteraeota|Sulfurovum
Otu00038,LC-13m-E1,0.003057371,13,Chemocline,95333.33333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-A,0.305737066,291.4693364,Proteobacteria|betI-A
Otu00141,LC-15point5m-E1,0.00301248,15.5,Chemocline,585000,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum,0.301248028,1762.300961,Epsilonbacteraeota|Sulfuricurvum
Otu00142,LC-15point5m-E1,0.00301248,15.5,Chemocline,585000,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,0.301248028,1762.300961,Proteobacteria|Caulobacter
Otu00157,LC-15point5m-E1,0.00301248,15.5,Chemocline,585000,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile,0.301248028,1762.300961,Proteobacteria|Desulfomonile
Otu00241,LC-15point5m-E1,0.00301248,15.5,Chemocline,585000,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,0.301248028,1762.300961,Firmicutes|Clostridiales_unclassified
Otu00119,LC-13m-E1,0.002997422,13,Chemocline,95333.33333,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,0.299742222,285.7542513,Proteobacteria|Desulfobulbus
Otu00147,LC-5m-E1,0.002974715,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,gamIV,gamIV-A,0.297471492,257.8086267,Proteobacteria|gamIV-A
Otu00218,Cadagno15m-E2,0.002926378,15,Chemocline,905000,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,0.292637848,2648.372523,Bacteria_unclassified|Bacteria_unclassified
Otu00116,LC-19m-E1,0.00292449,19,Monimolimnion,397000,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,0.292448968,1161.022402,Proteobacteria|Bdellovibrio
Otu00176,LC-19m-E1,0.00292449,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17_ge,0.292448968,1161.022402,Bacteroidetes|Bacteroidetes_vadinHA17_ge
Otu00233,LC-19m-E1,0.00292449,19,Monimolimnion,397000,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,0.292448968,1161.022402,Firmicutes|Firmicutes_unclassified
