OTU,Sample,Abundance,depth_m,Water_Layer,avg_cells_ml,Kingdom,Phylum,Class,Order,Family,Genus,Abundance_P,AA_Genus,Phylum_Genus
Otu00058,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatirhabdium,0,0,Proteobacteria|Desulfatirhabdium
Otu00062,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,0,0,Proteobacteria|Desulfocapsa
Otu00062,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,0,0,Proteobacteria|Desulfocapsa
Otu00062,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,0,0,Proteobacteria|Desulfocapsa
Otu00062,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,0,0,Proteobacteria|Desulfocapsa
Otu00066,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,0,0,Planctomycetes|uncultured
Otu00066,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,0,0,Planctomycetes|uncultured
Otu00066,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,0,0,Planctomycetes|uncultured
Otu00066,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,0,0,Planctomycetes|uncultured
Otu00067,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD1-131,KD1-131_ge,0,0,Bacteroidetes|KD1-131_ge
Otu00067,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD1-131,KD1-131_ge,0,0,Bacteroidetes|KD1-131_ge
Otu00067,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD1-131,KD1-131_ge,0,0,Bacteroidetes|KD1-131_ge
Otu00067,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD1-131,KD1-131_ge,0,0,Bacteroidetes|KD1-131_ge
Otu00069,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophagaceae_unclassified,0,0,Acidobacteria|Holophagaceae_unclassified
Otu00069,LC-11m-E1,0,11,Mixolimnion,104333.3333,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophagaceae_unclassified,0,0,Acidobacteria|Holophagaceae_unclassified
Otu00069,LC-13m-E1,0,13,Chemocline,95333.33333,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophagaceae_unclassified,0,0,Acidobacteria|Holophagaceae_unclassified
Otu00069,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophagaceae_unclassified,0,0,Acidobacteria|Holophagaceae_unclassified
Otu00069,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophagaceae_unclassified,0,0,Acidobacteria|Holophagaceae_unclassified
Otu00069,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophagaceae_unclassified,0,0,Acidobacteria|Holophagaceae_unclassified
Otu00072,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,0,0,Patescibacteria|JGI_0000069-P22_ge
Otu00072,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,0,0,Patescibacteria|JGI_0000069-P22_ge
Otu00072,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,0,0,Patescibacteria|JGI_0000069-P22_ge
Otu00072,LC-11m-E1,0,11,Mixolimnion,104333.3333,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,0,0,Patescibacteria|JGI_0000069-P22_ge
Otu00072,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,0,0,Patescibacteria|JGI_0000069-P22_ge
Otu00074,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,verI-B,Xip-B1,0,0,Verrucomicrobia|Xip-B1
Otu00074,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,verI-B,Xip-B1,0,0,Verrucomicrobia|Xip-B1
Otu00074,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,verI-B,Xip-B1,0,0,Verrucomicrobia|Xip-B1
Otu00074,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,verI-B,Xip-B1,0,0,Verrucomicrobia|Xip-B1
Otu00075,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax,0,0,Firmicutes|Anaerovorax
Otu00075,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax,0,0,Firmicutes|Anaerovorax
Otu00075,LC-11m-E1,0,11,Mixolimnion,104333.3333,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax,0,0,Firmicutes|Anaerovorax
Otu00075,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax,0,0,Firmicutes|Anaerovorax
Otu00075,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax,0,0,Firmicutes|Anaerovorax
Otu00076,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis,0,0,Proteobacteria|Lamprocystis
Otu00076,LC-11m-E1,0,11,Mixolimnion,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis,0,0,Proteobacteria|Lamprocystis
Otu00076,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis,0,0,Proteobacteria|Lamprocystis
Otu00076,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis,0,0,Proteobacteria|Lamprocystis
Otu00077,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,0,0,Patescibacteria|Absconditabacteriales_(SR1)_ge
Otu00077,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,0,0,Patescibacteria|Absconditabacteriales_(SR1)_ge
Otu00077,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,0,0,Patescibacteria|Absconditabacteriales_(SR1)_ge
Otu00077,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,0,0,Patescibacteria|Absconditabacteriales_(SR1)_ge
Otu00077,LC-11m-E1,0,11,Mixolimnion,104333.3333,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,0,0,Patescibacteria|Absconditabacteriales_(SR1)_ge
Otu00085,LC-15point5m-E1,0,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,0,0,Bacteroidetes|unclassified
Otu00086,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Thiovirga,0,0,Proteobacteria|Thiovirga
Otu00087,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,0,0,Proteobacteria|Thiocystis
Otu00087,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,0,0,Proteobacteria|Thiocystis
Otu00087,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,0,0,Proteobacteria|Thiocystis
Otu00087,LC-11m-E1,0,11,Mixolimnion,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,0,0,Proteobacteria|Thiocystis
Otu00087,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,0,0,Proteobacteria|Thiocystis
Otu00089,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,0,0,Verrucomicrobia|Terrimicrobium
Otu00089,LC-11m-E1,0,11,Mixolimnion,104333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,0,0,Verrucomicrobia|Terrimicrobium
Otu00089,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,0,0,Verrucomicrobia|Terrimicrobium
Otu00089,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,0,0,Verrucomicrobia|Terrimicrobium
Otu00092,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,0,0,Kiritimatiellaeota|WCHB1-41_ge
Otu00092,LC-11m-E1,0,11,Mixolimnion,104333.3333,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,0,0,Kiritimatiellaeota|WCHB1-41_ge
Otu00092,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,0,0,Kiritimatiellaeota|WCHB1-41_ge
Otu00092,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,0,0,Kiritimatiellaeota|WCHB1-41_ge
Otu00094,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,uncultured,0,0,Proteobacteria|uncultured
Otu00094,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,uncultured,0,0,Proteobacteria|uncultured
Otu00096,LC-19m-E1,0,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,bacIII,bacIII-B,0,0,Bacteroidetes|bacIII-B
Otu00096,LC-17m-E1,0,17,Monimolimnion,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,bacIII,bacIII-B,0,0,Bacteroidetes|bacIII-B
Otu00096,LC-15point5m-E1,0,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,bacIII,bacIII-B,0,0,Bacteroidetes|bacIII-B
Otu00096,LC-13m-E1,0,13,Chemocline,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,bacIII,bacIII-B,0,0,Bacteroidetes|bacIII-B
Otu00096,Cadagno15m-E2,0,15,Chemocline,905000,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,bacIII,bacIII-B,0,0,Bacteroidetes|bacIII-B
Otu00098,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,FTLpost3,FTLpost3_ge,0,0,Bacteroidetes|FTLpost3_ge
Otu00098,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,FTLpost3,FTLpost3_ge,0,0,Bacteroidetes|FTLpost3_ge
Otu00098,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,FTLpost3,FTLpost3_ge,0,0,Bacteroidetes|FTLpost3_ge
Otu00098,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,FTLpost3,FTLpost3_ge,0,0,Bacteroidetes|FTLpost3_ge
Otu00100,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured,0,0,Spirochaetes|uncultured
Otu00100,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured,0,0,Spirochaetes|uncultured
Otu00100,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured,0,0,Spirochaetes|uncultured
Otu00100,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured,0,0,Spirochaetes|uncultured
Otu00102,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,0,0,Acidobacteria|Geothrix
Otu00102,LC-11m-E1,0,11,Mixolimnion,104333.3333,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,0,0,Acidobacteria|Geothrix
Otu00102,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,0,0,Acidobacteria|Geothrix
Otu00102,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,0,0,Acidobacteria|Geothrix
Otu00102,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,0,0,Acidobacteria|Geothrix
Otu00104,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,0,0,Proteobacteria|Burkholderiaceae_unclassified
Otu00104,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,0,0,Proteobacteria|Burkholderiaceae_unclassified
Otu00104,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,0,0,Proteobacteria|Burkholderiaceae_unclassified
Otu00104,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,0,0,Proteobacteria|Burkholderiaceae_unclassified
Otu00105,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_ge,0,0,Proteobacteria|Desulfobulbaceae_ge
Otu00105,LC-11m-E1,0,11,Mixolimnion,104333.3333,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_ge,0,0,Proteobacteria|Desulfobulbaceae_ge
Otu00105,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_ge,0,0,Proteobacteria|Desulfobulbaceae_ge
Otu00105,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_ge,0,0,Proteobacteria|Desulfobulbaceae_ge
Otu00105,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_ge,0,0,Proteobacteria|Desulfobulbaceae_ge
Otu00106,LC-15point5m-E1,0,15.5,Chemocline,585000,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,0,0,Cyanobacteria|Cyanobium_PCC-6307
Otu00106,LC-13m-E1,0,13,Chemocline,95333.33333,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,0,0,Cyanobacteria|Cyanobium_PCC-6307
Otu00106,LC-11m-E1,0,11,Mixolimnion,104333.3333,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,0,0,Cyanobacteria|Cyanobium_PCC-6307
Otu00107,LC-15point5m-E1,0,15.5,Chemocline,585000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acSTL,acSTL-A,0,0,Actinobacteria|acSTL-A
Otu00116,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,0,0,Proteobacteria|Bdellovibrio
Otu00116,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,0,0,Proteobacteria|Bdellovibrio
Otu00116,LC-11m-E1,0,11,Mixolimnion,104333.3333,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,0,0,Proteobacteria|Bdellovibrio
Otu00116,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,0,0,Proteobacteria|Bdellovibrio
Otu00116,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,0,0,Proteobacteria|Bdellovibrio
Otu00117,LC-19m-E1,0,19,Monimolimnion,397000,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna3,unclassified,0,0,Actinobacteria|unclassified
Otu00117,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna3,unclassified,0,0,Actinobacteria|unclassified
Otu00117,LC-15point5m-E1,0,15.5,Chemocline,585000,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna3,unclassified,0,0,Actinobacteria|unclassified
Otu00119,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,0,0,Proteobacteria|Desulfobulbus
Otu00119,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,0,0,Proteobacteria|Desulfobulbus
Otu00119,LC-11m-E1,0,11,Mixolimnion,104333.3333,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,0,0,Proteobacteria|Desulfobulbus
Otu00119,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,0,0,Proteobacteria|Desulfobulbus
Otu00119,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,0,0,Proteobacteria|Desulfobulbus
Otu00120,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,0,0,Planctomycetes|uncultured
Otu00120,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,0,0,Planctomycetes|uncultured
Otu00120,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,0,0,Planctomycetes|uncultured
Otu00120,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,0,0,Planctomycetes|uncultured
Otu00120,LC-13m-E1,0,13,Chemocline,95333.33333,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,0,0,Planctomycetes|uncultured
Otu00126,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,0,0,Planctomycetes|uncultured
Otu00126,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,0,0,Planctomycetes|uncultured
Otu00126,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,0,0,Planctomycetes|uncultured
Otu00126,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,0,0,Planctomycetes|uncultured
Otu00126,LC-11m-E1,0,11,Mixolimnion,104333.3333,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,0,0,Planctomycetes|uncultured
Otu00130,LC-17m-E1,0,17,Monimolimnion,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767_ge,0,0,Bacteroidetes|AKYH767_ge
Otu00130,LC-19m-E1,0,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767_ge,0,0,Bacteroidetes|AKYH767_ge
Otu00130,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767_ge,0,0,Bacteroidetes|AKYH767_ge
Otu00130,LC-13m-E1,0,13,Chemocline,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767_ge,0,0,Bacteroidetes|AKYH767_ge
Otu00130,LC-15point5m-E1,0,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767_ge,0,0,Bacteroidetes|AKYH767_ge
Otu00130,Cadagno15m-E2,0,15,Chemocline,905000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767_ge,0,0,Bacteroidetes|AKYH767_ge
Otu00130,LC-11m-E1,0,11,Mixolimnion,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767_ge,0,0,Bacteroidetes|AKYH767_ge
Otu00132,Cadagno15m-E2,0,15,Chemocline,905000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV_unclassified,0,0,Proteobacteria|alfIV_unclassified
Otu00132,LC-15point5m-E1,0,15.5,Chemocline,585000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV_unclassified,0,0,Proteobacteria|alfIV_unclassified
Otu00132,LC-11m-E1,0,11,Mixolimnion,104333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV_unclassified,0,0,Proteobacteria|alfIV_unclassified
Otu00132,LC-13m-E1,0,13,Chemocline,95333.33333,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV_unclassified,0,0,Proteobacteria|alfIV_unclassified
Otu00132,LC-17m-E1,0,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV_unclassified,0,0,Proteobacteria|alfIV_unclassified
Otu00132,LC-19m-E1,0,19,Monimolimnion,397000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV_unclassified,0,0,Proteobacteria|alfIV_unclassified
Otu00134,LC-5m-E1,0,5,Mixolimnion,86666.66667,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_ge,0,0,Firmicutes|Family_XIII_ge
Otu00134,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_ge,0,0,Firmicutes|Family_XIII_ge
Otu00134,Cadagno7m-E2,0,7,Mixolimnion,157333.3333,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_ge,0,0,Firmicutes|Family_XIII_ge
Otu00134,LC-11m-E1,0,11,Mixolimnion,104333.3333,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_ge,0,0,Firmicutes|Family_XIII_ge
Otu00134,LC-9m-E1,0,9,Mixolimnion,73000,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_ge,0,0,Firmicutes|Family_XIII_ge
Otu00135,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,bacI-B,0,0,Bacteroidetes|bacI-B
Otu00136,LC-3m-E1,0,3,Mixolimnion,95666.66667,Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,0,0,Bacteroidetes|Bacteroidetes_unclassified
